usdot_num,fmcsa_link,user_created,date_created,user_updated,date_updated,entity_type,operating_status,oos_date,legal_name,dba_name,physical_address,phone,mailing_address,state_carrier_id_number,mc_num,duns_number,power_units,drivers,mcs_150_form_date,operation_classification,carrier_type,cargo_types,us_vehicle_inspections,us_driver_inspections,us_hazmat_inspections,us_iep_inspections,us_vehicle_out_of_service,us_driver_out_of_service,us_hazmat_out_of_service,us_iep_out_of_service,us_vehicle_out_of_service_pct,us_driver_out_of_service_pct,us_hazmat_out_of_service_pct,us_iep_out_of_service_pct,us_vehicle_natl_avg_oos_pct,us_driver_natl_avg_oos_pct,us_hazmat_natl_avg_oos_pct,us_iep_natl_avg_oos_pct,us_crashes_fatal,us_crashes_injury,us_crashes_tow,us_crashes_total,canadian_vehicle_inspections,canadian_driver_inspections,canadian_vehicle_out_of_service,canadian_driver_out_of_service,canadian_vehicle_out_of_service_pct,canadian_driver_out_of_service_pct,carrier_safety_rating_rating_date,carrier_safety_rating_review_date,carrier_safety_rating_rating,carrier_safety_rating_type,mileage,mileage_year
1618312,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1618312,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:42.256Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:35.657Z,CARRIER,NOT AUTHORIZED,,WILLIE NICHOLS,C&I EXPRESS TRUCKING,"7737 RYAN RIDGE DRIVE
            DALLAS, TX   75232",(214) 325-7647,"7737 RYAN RIDGE DRIVE
          DALLAS, TX   75232",,,--,2,2,2007-03-14,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
1664920,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1664920,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:07.912Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:02.043Z,CARRIER,AUTHORIZED FOR HHG,,IDEAL MOVING AND STORAGE LLC,,"4820 CASH RD
            DALLAS, TX   75247",(888) 377-3180,"4820 CASH RD
          DALLAS, TX   75247",,MC-612157,--,1,1,2023-02-13,Auth. For Hire,Interstate,['Household Goods'],1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,2023-04-07,None,Non-Ratable,1,2020
1699274,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1699274,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:43.448Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:37.063Z,CARRIER,AUTHORIZED FOR HHG,,CASCADE MOVING & STORAGE INC,,"430 S CLOVERDALE ST
            SEATTLE, WA   98108",(206) 762-9100,"P O BOX 81252
          SEATTLE, WA   98108",,MC-623796,--,2,7,2023-04-14,Auth. For Hire,Interstate,"['Household Goods', 'HG-28202']",8,12,0,0,0,1,0,0,0.0,0.08,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,2010-04-13,2010-03-23,Satisfactory,Compliance Review,30000,2022
1707005,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1707005,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:57.391Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:52.594Z,CARRIER,AUTHORIZED FOR HHG,,UNIFIED FINE ARTS SERVICES LLC,,"14105 INWOOD ROAD
            DALLAS, TX   75244",(214) 678-9101,"14105 INWOOD ROAD
          DALLAS, TX   75244",,MC-626386,--,4,10,2022-08-10,Auth. For Hire,Interstate,"['General Freight', 'Household Goods', 'FINE ART,ANTIQUE']",3,3,0,0,1,0,0,0,0.33,0.0,,0.0,0.22,0.07,0.04,,0,0,1,1,0,0,0,0,0.0,0.0,,,None,None,73000,2015
1717780,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1717780,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:25.546Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:19.748Z,CARRIER,AUTHORIZED FOR HHG,,MIAMI MOVERS FOR LESS INC,MOVE FOR LESS,"6915 NW 82 AVE
            MIAMI, FL   33166",(305) 915-3881,"6915 NW 82 AVE
          MIAMI, FL   33166",,MC-629981,30-668-285,3,3,2023-03-16,Auth. For Hire,Interstate,"['General Freight', 'Household Goods']",1,1,0,0,1,0,0,0,1.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,2009-10-27,2011-03-17,Satisfactory,Non-Ratable,105000,2022
1731101,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1731101,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:56.406Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:50.453Z,CARRIER,"AUTHORIZED FOR Property, HHG",,SEATTLE MOVERS INC,EXPRESS MOVERS,"8747 18TH  AVE NW
            SEATTLE, WA   98117",(206) 284-9445,"P O BOX 17789
          SEATTLE, WA   98127",,MC-634273,63-626-103,6,6,2023-06-13,Auth. For Hire,Interstate,"['General Freight', 'Household Goods', 'HG-63388']",1,3,0,0,0,0,0,0,0.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,2010-04-13,2010-03-23,Satisfactory,Compliance Review,45500,2022
1748098,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1748098,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:46.274Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:41.044Z,CARRIER,AUTHORIZED FOR HHG,,SMALL WLD MOVING LLC,SMALL WORLD MOVING LLC,"8282 MOBERLY LANE
            DALLAS, TX   75227",(972) 294-8083,"8282 MOBERLY LANE
          DALLAS, TX   75227",,MC-639989,--,2,2,2022-08-05,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,2009-06-15,None,Non-Ratable,109013,2018
1748105,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1748105,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:58.500Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:52.370Z,CARRIER,NOT AUTHORIZED,,FLAT RATE LONG DISTANCE INC,FLATRATE MOVING,"16501 NW 8TH AVE
            MIAMI, FL   33169",(305) 622-5262,"16501 NW 8TH AVE
          MIAMI, FL   33169",,MC-667948,--,5,12,2023-04-24,Auth. For Hire,Interstate,['Household Goods'],1,2,0,0,0,1,0,0,0.0,0.5,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,2013-01-28,None,Non-Ratable,650000,2015
1769117,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1769117,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:29.346Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:23.797Z,CARRIER,AUTHORIZED FOR HHG,,HARRELSON INC,NICE MOVES,"1266 PROFIT DRIVE
            DALLAS, TX   75247",(214) 747-6683,"1266 PROFIT DRIVE
          DALLAS, TX   75247",,MC-646009,--,20,20,2022-05-02,Auth. For Hire,Interstate,['Household Goods'],4,6,0,0,1,2,0,0,0.25,0.33,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,350000,2022
1771182,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1771182,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:29.420Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:20.243Z,CARRIER,AUTHORIZED FOR Property,,ALASKA LOGISTICS LLC,,"755 S PORTLAND ST
            SEATTLE, WA   98108",(206) 767-2555,"PO BOX 3512
          SEATTLE, WA   98124",,MC-646628,12-978-7524,7,4,2022-03-30,Auth. For Hire,Intrastate Only (HM),"['General Freight', 'Household Goods', 'Metal: sheets, coils, rolls', 'Motor Vehicles', 'Logs, Poles, Beams, Lumber', 'Building Materials', 'Machinery, Large Objects', 'Liquids/Gases', 'Intermodal Cont.', 'Chemicals', 'Beverages', 'Paper Products']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,1,1,0,0,0,0,0.0,0.0,,,None,None,15000,2022
1791007,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1791007,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:29.937Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:24.407Z,CARRIER,AUTHORIZED FOR HHG,,NORCO REALTY & ASSOCIATES INC,NORCO MOVING & STORAGE,"3636 LA REUNION PKWY
            DALLAS, TX   75212",(972) 438-6683,"3636 LA REUNION PKWY
          DALLAS, TX   75212",,MC-709269,--,4,4,2023-03-08,Auth. For Hire,Intrastate Only (Non-HM),"['Household Goods', 'MOVING & STORAGE']",0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,113744,2022
1847068,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1847068,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:28.259Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:22.624Z,CARRIER,NOT AUTHORIZED,,BESTWAY MOVING AND STORAGE LLC,,"4820 CASH RD SUITE 200
            DALLAS, TX   75247",(224) 400-6964,"4820 CASH RD SUITE 200
          DALLAS, TX   75247",,MC-669096,--,1,1,2023-01-04,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,2016-06-07,2016-05-26,Satisfactory,Compliance Review,1,2022
1869263,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1869263,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:50.216Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:44.202Z,CARRIER,AUTHORIZED FOR Property,,JOSE ARTURO DELEON,DELEON TRANSPORTATION,"8025 RENO ST
            DALLAS, TX   75217",(214) 554-4685,"8025 RENO ST
          DALLAS, TX   75217",,MC-675483,--,3,3,2022-06-27,Auth. For Hire,Interstate,['Mobile Homes'],1,1,0,0,1,0,0,0,1.0,0.0,,0.0,0.22,0.07,0.04,,0,0,1,1,0,0,0,0,0.0,0.0,,2019-10-15,None,Non-Ratable,15600,2021
1934023,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1934023,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:42.729Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:36.371Z,CARRIER,AUTHORIZED FOR HHG,,CAN'T STOP MOVING LLC,,"4044 23RD AVE W
            SEATTLE, WA   98199",(425) 577-1524,"19114 49TH PL W
          LYNNWOOD, WA   98036",,MC-892741,--,4,6,2022-05-08,Auth. For Hire,Interstate,['Household Goods'],6,7,0,0,1,2,0,0,0.17,0.29,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,2022-11-02,None,Non-Ratable,57050,2019
1934953,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1934953,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:56.962Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:52.140Z,CARRIER,NOT AUTHORIZED,,TWO WAY RELOCATION INC,,"16051 NE 2ND AVE
            MIAMI, FL   33162-4263",(954) 394-1848,"16051 NE 2ND AVE
          MIAMI, FL   33162-4263",,MC-896731,--,1,1,2023-05-10,Auth. For Hire,Interstate,['Household Goods'],1,3,0,0,1,2,0,0,1.0,0.67,,0.0,0.22,0.07,0.04,,0,0,2,2,0,0,0,0,0.0,0.0,,,None,None,70000,2022
1941871,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1941871,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:58.108Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:51.962Z,CARRIER,AUTHORIZED FOR HHG,,SUN OF JAMAICA INC,FIRST CLASS EXPRESS,"2217 ROYAL LANE # 100
            DALLAS, TX   75229",(972) 484-2424,"2217 ROYAL LANE #100
          DALLAS, TX   75229",,MC-695026,--,2,3,2023-01-27,Auth. For Hire,Interstate,['Household Goods'],1,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,25860,2022
1986265,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1986265,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:53.967Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:47.992Z,CARRIER,NOT AUTHORIZED,,PUGET SERVICES LLC,ECO-MOVERS,"1600 WEST ARMORY WAY
            SEATTLE, WA   98199",(206) 992-5523,"1600 WEST ARMORY WAY
          SEATTLE, WA   98199",,,--,2,2,2010-05-31,Auth. For Hire,Intrastate Only (Non-HM),"['General Freight', 'Household Goods']",1,2,0,0,0,1,0,0,0.0,0.5,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,79000,2010
1999462,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1999462,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:02.828Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:56.800Z,CARRIER,NOT AUTHORIZED,,GOT IT MOVING LLC,,"8035 E RL THORTON FREEWAY #322
            DALLAS, TX   75228",(214) 319-6683,"8035 E RL THORTON FREEWAY #322
          DALLAS, TX   75228",,,--,4,6,2015-02-20,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
2030210,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2030210,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:44.175Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:38.982Z,CARRIER,AUTHORIZED FOR HHG,,OLYMPIC GLOBAL LOGISTICS LLC,SCOUT MOVING & STORAGE,"1002 ANDOVER PARKWAY EAST
            SEATTLE, WA   98188",(503) 236-6241,"1002 ANDOVER PARKWAY EAST
          SEATTLE, WA   98188",,MC-713157,--,2,2,2022-01-26,Auth. For Hire,Interstate,['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,2016-01-04,None,Non-Ratable,90000,2021
2036749,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2036749,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:49.546Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:44.397Z,CARRIER,NOT AUTHORIZED,,SUPER FRIENDS MOVING LLC,,"6920 ROOSEVELT WAY NE
            SEATTLE, WA   98115",(206) 302-8833,"6920 NE ROOSEVELT NE
          SEATTLE, WA   98115",,MC-714822,--,8,4,2022-04-01,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],1,2,0,0,0,0,0,0,0.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,104000,2021
2038052,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2038052,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:54.693Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:48.467Z,CARRIER/SHIPPER,AUTHORIZED FOR HHG,,ELEMENT MOVING AND STORAGE LLC,ELEMENT MOVING AND STORAGE,"12011 DENTON DR
            DALLAS, TX   75234",(972) 805-0988,"12011 DENTON DR
          DALLAS, TX   75234",,MC-715198,--,9,10,2023-06-15,Auth. For Hire,Interstate,['Household Goods'],12,12,0,0,0,4,0,0,0.0,0.33,,0.0,0.22,0.07,0.04,,0,1,0,1,0,0,0,0,0.0,0.0,,,None,None,420000,2022
2062590,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2062590,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:08.182Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:02.348Z,CARRIER,NOT AUTHORIZED,,IN MOTION DELIVERY INC,IN MOTION DELIVERY,"14900 INTERURBAN AVE S SUITE 278
            SEATTLE, WA   98168",(855) 792-5618,"14900 INTERURBAN AVE S SUITE 278
          SEATTLE, WA   98168",,MC-721548,--,6,4,2019-01-15,Auth. For Hire,Intrastate Only (Non-HM),['PROPERTY'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,20000,2018
2087716,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2087716,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:02.193Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:56.220Z,CARRIER,NOT AUTHORIZED,,GO WEST VAN LINES LLC,,"3523 MCKINNEY AVE # 709
            DALLAS, TX   75204",(405) 283-0698,"2410 W MEMORIAL RD STE C533
          OKLAHOMA CITY, OK   73134",,,--,1,1,2014-04-03,Auth. For Hire,Intrastate Only (Non-HM),['Household Goods'],0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,1,2013
2094291,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2094291,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:40.520Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:35.339Z,CARRIER,AUTHORIZED FOR Property,,REYES BEST TRUCKING INC,,"3500 NW 35TH AVE
            MIAMI, FL   33142",(786) 399-1288,"3500 NW 35TH AVE
          MIAMI, FL   33142",,MC-732813,--,12,12,2023-02-13,Auth. For Hire,Interstate,"['Fresh Produce', 'Refrigerated Food']",12,18,0,0,2,0,0,0,0.17,0.0,,0.0,0.22,0.07,0.04,,0,0,3,3,0,0,0,0,0.0,0.0,,,None,None,500000,2022
2114900,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2114900,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:36.434Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:29.572Z,CARRIER,"AUTHORIZED FOR Property, HHG",,TREFETHEN AND CO INC,BADER AND OLSON,"601 S ANDOVER ST
            SEATTLE, WA   98108",(206) 447-1770,"601 S ANDOVER ST
          SEATTLE, WA   98108",,MC-807519,--,7,8,2022-08-12,Auth. For Hire,Interstate,"['Household Goods', 'OFFICE FURNITURE']",2,2,0,0,0,0,0,0,0.0,0.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,58000,2021
2139244,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2139244,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:37.316Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:32.024Z,CARRIER,AUTHORIZED FOR HHG,,PUMA VAN LINES LLC,,"4838 WOODALL STREET
            DALLAS, TX   75247",(866) 730-8631,"4838 WOODALL ST
          DALLAS, TX   75247",,MC-744605,--,12,12,2022-01-12,Auth. For Hire,Interstate,['Household Goods'],14,21,0,0,6,6,0,0,0.43,0.29,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,548000,2021
2141270,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2141270,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:49.296Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:43.231Z,CARRIER,AUTHORIZED FOR HHG,,PROFESSIONAL VAN LINES INC,DALLAS MOVING,"2302 MYRTLE SPRING AVE
            DALLAS, TX   75220",(214) 206-8964,"2302 MYRTLE SPRING AVE
          DALLAS, TX   75220",,MC-745198,--,21,2,2023-04-21,Auth. For Hire,Interstate,['Household Goods'],1,1,0,0,1,1,0,0,1.0,1.0,,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,2016-06-30,2016-06-16,Satisfactory,Compliance Review,55000,2019
2211674,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2211674,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:42.585Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:37.348Z,BROKER,NOT AUTHORIZED,,RYDER MOVE MANAGEMENT INC,,"8669 NW 36TH STREET
            MIAMI, FL   33166",(305) 500-6500,"8669 NW 36TH STREET
          MIAMI, FL   33166",,MC-12429,--,0,,,Auth. For Hire,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
2213107,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2213107,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:59.960Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:54.165Z,BROKER,NOT AUTHORIZED,,SMITH TERMINAL TRANSPORTATION SERVICES INC,FTS,"P. O. BOX 681280
            MIAMI, FL   33168",(305) 685-0325,"P. O. BOX 681280
          MIAMI, FL   33168",,MC-181939,--,0,,,Auth. For Hire,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
2213164,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2213164,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:33:01.789Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:28:57.115Z,BROKER,"AUTHORIZED FOR BROKER Property, HHG",,WITHERS WORLDWIDE FORWARDERS INC,,"11431 NW 107 STREET, SUITE 1
            MIAMI, FL   33178",(305) 702-7471,"11431 NW 107 STREET, SUITE 1
          MIAMI, FL   33178",,MC-183548,--,0,,,Auth. For Hire,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
2213182,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2213182,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:02.988Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:57.176Z,FREIGHT FORWARDER/BROKER,NOT AUTHORIZED,,GRAEBEL FORWARDERS LLC,GRAEBEL MOVING SERVICES,"12790 MERIT DRIVE #400
            DALLAS, TX   75251",(303) 214-6683,"12790 MERIT DRIVE #400
          DALLAS, TX   75251",,FF-13266,--,0,,,Auth. For Hire,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
2213722,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2213722,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:32:00.685Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:54.925Z,FREIGHT FORWARDER/BROKER,"AUTHORIZED FOR Property, HHG",,GATEWAYS INTERNATIONAL INC,,"2701 FIRST AVE SUITE 420
            SEATTLE, WA   98104",(800) 257-5256,"2701 FIRST AVE SUITE 420
          SEATTLE, WA   98104",,MC-197508,--,0,,,Auth. For Hire,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
2214019,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2214019,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-16T20:31:43.826Z,88f52f6b-b3f1-4ef4-ad24-a605f568e3ef,2024-02-17T15:27:37.463Z,BROKER,NOT AUTHORIZED,,CENTRAL CONSULTANT GROUP INC,,"2242 MANANA DRIVE
            DALLAS, TX   75220",(214) 556-1666,"2242 MANANA DRIVE
          DALLAS, TX   75220",,MC-205083,--,0,,,Auth. For Hire,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,,0,0,0,0,0,0,0,0,0.0,0.0,,,None,None,,
